ORDER_ID	MERCHCUSTID CUSTOMER_ID	ASIN	ORDER_DAY	SHIP_DAY	DELIVERY_DAY	ORDER_DAY_REFORMATED	SHIP_DAY_REFORMATED	SHIPDAYOFWEEK	ORDERDAYOFWEEK	SHIPWEEKOFYEAR	SHIPMONTH	MEDIA	GL	PRODUCTGROUPNO	GMS	PRMSLAD	ZIP_O	ZIP_D	SHIPMETHOD	CARRIER	WEIGHT	WIDTH	HEIGHT	LENGTH	DISTANCE	SPEEDCATEGORY	BUSDELIVERYDAYSC2D	BUSLPROMISEDDELIVERYDAYSC2D	BUSDELIVERYDAYSS2D	BUSLPROMISEDDELIVERYDAYSS2D	BUSEPROMISEDDELIVERYDAYSS2D	CALDELIVERYDAYSC2D	CALLPROMISEDDELIVERYDAYSC2D	CALDELIVERYDAYSS2D	CALLPROMISEDDELIVERYDAYSS2D	CALEPROMISEDDELIVERYDAYSS2D
107-9452684-4676258	1291175871	1636012921	B00FQ5ENOI	13-SEP-15	14-SEP-15	17-SEP-15	09/13/2015	09/14/2015	2	1	38	09	N	Misc SDP	236	8.36	24-SEP-15	07840	85014	MERCHANT		.2	5.399999994492	1.699999998266	5.49999999439	2096	Standard	2	8	2	6	3	3	11	3	9	4
108-5896152-5334669	763681561	9370532405	B006WVOT6M	08-DEC-15	09-DEC-15	16-DEC-15	12/08/2015	12/09/2015	4	3	50	12	N	Beauty	194	27.98	17-DEC-15	92708	33191	MERCHANT		1.14639206167589	2.9133858238	1.968503935	8.661417314	7808	Standard	6	7	4	5	3	8	9	6	7	5
002-5303274-8955411	603764001	7839897005	B00H3QZBB2	19-MAY-15	20-MAY-15	23-MAY-15	05/19/2015	05/20/2015	4	3	21	05	N	Beauty	194	13.24	29-MAY-15	11206	95403	MERCHANT		.05	1.99999999796	1.599999998368	5.99999999388	2571	Standard	3	8	3	6	4	4	11	3	8	6
107-5813378-1703403	10124472515	7157574905	B00JP9AJC6	29-OCT-15	30-OCT-15	02-NOV-15	10/29/2015	10/30/2015	6	5	44	10	N	Kitchen	79	48	09-NOV-15	33073	37129	MERCHANT		.79999999932913	4.199999995716	3.99999999592	7.599999992248	762	Standard	2	7	1	5	3	4	11	3	7	5
111-5030438-9817020	458400331	346797877	B00I8UYKZ0	27-DEC-15	28-DEC-15	30-DEC-15	12/27/2015	12/28/2015	2	1	53	12	N	Lawn and Garden	86	19.45	05-JAN-16	16601	27529	MERCHANT		1.6999999985744	8.199999991636	5.899999993982	8.49999999133	338	Standard	2	7	1	5	2	3	10	2	8	3
105-7060516-1574662	1089528070	37482817005	B00028PNF2	17-APR-16	19-APR-16	29-APR-16	04/17/2016	04/19/2016	3	1	16	04	N	Health & Personal Care	121	17.9	26-APR-16	60004	86440	MERCHANT		.05	1.99999999796	1.49999999847	5.399999994492	1513	Standard	9	6	7	4	2	12	9	10	7	3
105-3188296-3439438	782410241	112981936	B00U32EH54	17-JUN-15	18-JUN-15	22-JUN-15	06/17/2015	06/18/2015	5	4	25	06	N	Grocery	325	26.11	26-JUN-15	02129	75433	MERCHANT		.033125	7.5	1	9.5	1486	Standard	3	7	2	5	3	5	9	4	7	5
115-0739156-3484243	734768300	1873731060	B00BINU8EQ	16-DEC-15	18-DEC-15	22-DEC-15	12/16/2015	12/18/2015	6	4	51	12	N	Home Improvement	60	72.37	28-DEC-15	29715	06109	MERCHANT						643	Standard	4	8	2	7	3	6	12	4	10	5
112-5855563-5870603	452217851	7668855315	B004NTXDMG	01-JUN-15	04-JUN-15	06-JUN-15	06/01/2015	06/04/2015	5	2	23	06	N	Kitchen	79	12.63	11-JUN-15	10901	97070	MERCHANT		.31	4.099999995818	1.399999998572	7.099999992758	2431	Standard	4	9	2	5	4	5	11	2	7	5
115-0888580-8156212	1555066101	131805751	B004U454F8	13-MAR-16	14-MAR-16	17-MAR-16	03/13/2016	03/14/2016	2	1	11	03	N	Home	201	33.98	22-MAR-16	92647	98368	MERCHANT			10	10	10	1020	Standard	3	7	2	4	2	4	10	3	7	3
102-0215614-1323479	979148611	7279013	B00HZY7IOU	11-DEC-15	14-DEC-15	18-DEC-15	12/11/2015	12/14/2015	2	6	51	12	N	Outdoors	468	55.44	22-DEC-15	80021	77384	MERCHANT		1.67999999859117	4.299999995614	2.199999997756	7.899999991942	862	Standard	5	7	2	5	1	7	11	4	7	3
105-3187454-6987425	1632394991	207464016	B00848V914	06-AUG-15	06-AUG-15	13-AUG-15	08/06/2015	08/06/2015	5	5	32	08	N	Home	201	108.99	18-AUG-15	97124	29609	MERCHANT						2237	Standard	5	9	5	7	4	7	13	7	11	6
102-0071670-6788257	79632251	1674985891	B00GYX2OI8	03-SEP-15	03-SEP-15	09-SEP-15	09/03/2015	09/03/2015	5	5	36	09	N	Apparel	193	11.61	18-SEP-15	11230	44202	MERCHANT		.05	5.899999993982	1.099999998878	7.899999991942	388	Standard	4	12	4	5	3	6	16	6	7	5
110-0782525-5308218	1253711521	824194746	B001PZF8OM	20-JUL-15	21-JUL-15	22-JUL-15	07/20/2015	07/21/2015	3	2	30	07	N	Kitchen	79	3.39	31-JUL-15	95018	94523	MERCHANT		.02204600118607	2.199999997756	1.899999998062	2.799999997144	60	Standard	2	9	1	7	4	2	11	1	9	6
109-8359722-9285005	409980631	1485452241	B00QHM6P6S	04-DEC-15	06-DEC-15	11-DEC-15	12/04/2015	12/06/2015	1	6	49	12	N	Health & Personal Care	121	11.31	15-DEC-15	11219	55112	MERCHANT		1.6	4.599999995308	2.299999997654	9.49999999031	1017	Standard	5	7	3	5	1	7	11	5	7	3
110-4459701-2062642	591013756	1318591241	B005IKDEFA	15-JAN-16	18-JAN-16	22-JAN-16	01/15/2016	01/18/2016	2	6	03	01	N	Sports	200	28.85	27-JAN-16	80112	95945	MERCHANT		.8	10	1	13	856	Standard	5	8	2	5	1	7	12	4	7	3
114-1916091-5136241	926720770	735673971	B00IWPK2V2	04-FEB-16	05-FEB-16	08-FEB-16	02/04/2016	02/05/2016	6	5	05	02	N	Toys	21	12.24	18-FEB-16	92064	23434	MERCHANT		.34999999999999	3.799999996124	1.39999999857199	7.49999999235	2289	Standard	2	10	1	6	4	4	14	3	10	6
105-6617584-9133009	204357836	12658741515	B00319LLT6	03-SEP-15	04-SEP-15	09-SEP-15	09/03/2015	09/04/2015	6	5	36	09	N	Home	201	302.99	17-SEP-15	33351	53403	MERCHANT		1.2				1218	Standard	4	10	3	5	3	6	14	5	7	5
104-1791245-7871410	51363215	233152896	B000EGI0FC	29-DEC-15	29-DEC-15	31-DEC-15	12/29/2015	12/29/2015	3	3	53	12	Y	Books	14	60.94	11-JAN-16	72701	20746	MERCHANT		.55	5.299999994594	.599999999388	7.49999999235	963	Expedited	2	10	2	8	3	2	14	2	11	5
106-1219445-9361808	1004855941	55557695	B001E06UXG	17-JUL-15	21-JUL-15	24-JUL-15	07/17/2015	07/21/2015	3	6	30	07	N	Biss	328	171	28-JUL-15	11516	22182	MERCHANT		15				222	Standard	5	7	1	5	1	7	11	3	7	3
113-5074185-9005006	92867741	1914309380	B000NCTOUM	27-JUL-15	29-JUL-15	03-AUG-15	07/27/2015	07/29/2015	4	2	31	07	N	Home Improvement	60	4.6	10-AUG-15	60647	43017	MERCHANT		.02204600118607	3.93700787	.5905511805	5.2362204671	269	Standard	5	10	4	9	4	7	14	5	11	6
108-9472771-3053061	96816472	211693457	B00O83U3UW	28-MAR-16	30-MAR-16	04-APR-16	03/28/2016	03/30/2016	4	2	13	03	N	Automotive	263	69.98	06-APR-16	90670	29680	MERCHANT						2032	Standard	5	7	4	5	3	7	9	5	7	3
112-1583988-5667412	1128076071	617487790	B00KBC1WUY	05-JAN-16	06-JAN-16	08-JAN-16	01/05/2016	01/06/2016	4	3	01	01	N	Camera	421	496.95	14-JAN-16	11735	80526	MERCHANT		.66138003502762	4.4094488144	3.3070866108	4.4881889718	1654	Standard	3	8	2	5	3	3	10	2	7	5
104-3829451-3124225	781552006	2005505080	1590705866	06-APR-16	07-APR-16	14-APR-16	04/06/2016	04/07/2016	5	4	14	04	Y	Books	14	5.59	28-APR-16	29607	84737	MERCHANT		4.25	8.399999991432	1.299999998674	10.799999988984	1727	Standard	6	18	5	15	4	8	23	7	20	6
106-9272877-6293016	935285636	1252789401	B0057IPCVC	05-FEB-16	08-FEB-16	12-FEB-16	02/05/2016	02/08/2016	2	6	06	02	N	Sports	200	38.2	18-FEB-16	12401	52806	MERCHANT		.45	3.299999996634	1.49999999847	9.299999990514	853	Standard	5	9	2	5	1	7	13	4	8	3
114-2342412-6329855	374092721	146686277	B00141JKH8	19-JAN-16	20-JAN-16	22-JAN-16	01/19/2016	01/20/2016	4	3	03	01	N	Beauty	194	25.52	28-JAN-16	90058	71269	MERCHANT		.2	3.399999996532	.699999999286	4.699999995206	1527	Standard	3	7	2	5	3	3	9	2	7	5
105-7339643-5554642	67621621	1081747236	0393014037	16-MAR-16	17-MAR-16	04-APR-16	03/16/2016	03/17/2016	5	4	11	03	Y	Books	14	72.61	07-APR-16	78705	32780	MERCHANT		1.25	5.599999994288	1.299999998674	8.299999991534	1023	Standard	14	17	13	15	4	19	22	18	20	6
109-7120214-7916250	1169540161	10005769515	B00O14YMUA	19-JUN-15	22-JUN-15	23-JUN-15	06/19/2015	06/22/2015	2	6	26	06	N	Sports	200	13.27	30-JUN-15	60030	60657	MERCHANT		.09999999991614	11.49999998827	.199999999796	31.199999968176	34	Standard	2	7	1	5	1	4	11	1	7	3
108-4573304-2473803	84529657	1794746231	B01A6BM9UQ	28-MAR-16	28-MAR-16	31-MAR-16	03/28/2016	03/28/2016	2	2	13	03	N	Musical Instruments	267	8.63	07-APR-16	78634	92620	MERCHANT						1201	Standard	3	9	3	7	4	3	11	3	9	6
106-1057704-6164252	7023176505	1412646031	B00EZUL6ZY	14-FEB-16	15-FEB-16	23-FEB-16	02/14/2016	02/15/2016	2	1	07	02	N	Automotive	263	19.95	24-FEB-16	90248	33467	MERCHANT		10.8	18.6	2	28.3	2317	Standard	6	8	5	4	2	9	11	8	7	3
109-9268075-5579442	556544116	715384731	B0098PI2TO	03-SEP-15	04-SEP-15	10-SEP-15	09/03/2015	09/04/2015	6	5	36	09	N	Electronics	23	4.24	15-SEP-15	18104	33511	MERCHANT						959	Standard	5	8	4	5	4	7	12	6	7	6
104-5155324-1262614	1953716291	518081240	B004YEEU7W	10-APR-16	13-APR-16	16-APR-16	04/10/2016	04/13/2016	4	1	15	04	N	Beauty	194	25.73	21-APR-16	91788	27103	MERCHANT						2117	Standard	4	9	2	4	4	6	12	3	7	5
103-7774743-8092210	412884247	242587421	B005CLM6HC	14-DEC-15	15-DEC-15	21-DEC-15	12/14/2015	12/15/2015	3	2	51	12	N	Automotive	263	15.86	29-DEC-15	92701	33312	MERCHANT		.6	3.799999996124	3.399999996532	11.099999988678	2306	Standard	5	13	4	9	4	7	16	5	13	6
109-8914735-0867461	225224906	93656932	B001B67FM8	26-AUG-15	26-AUG-15	29-AUG-15	08/26/2015	08/26/2015	4	4	35	08	N	Health & Personal Care	121	5.25	04-SEP-15	23294	20853	MERCHANT		.1	1.599999998368	1.299999998674	3.199999996736	105	Standard	2	7	2	5	3	3	10	3	7	5
110-3030280-3311417	1657536191	19686638	B000TEUSJA	03-SEP-15	04-SEP-15	10-SEP-15	09/03/2015	09/04/2015	6	5	36	09	Y	Video DVD	74	6.98	15-SEP-15	28146	99827	MERCHANT		.1833364170792	5.41732282912	.58267716476	7.09842518961	2926	Standard	5	8	4	5	4	7	12	6	7	6
114-2237540-1724267	23172465405	1330625771	B00UXW9ZHY	06-JUL-15	06-JUL-15	10-JUL-15	07/06/2015	07/06/2015	2	2	28	07	N	Health & Personal Care	121	30	15-JUL-15	33141	27596	MERCHANT		.59999999949685	4.399999995512	4.399999995512	4.799999995104	708	Standard	4	8	4	5	3	4	10	4	7	3
116-1840494-7624241	7908339815	879522716	B0052A1PWA	13-APR-15	15-APR-15	18-APR-15	04/13/2015	04/15/2015	4	2	16	04	N	Tools	469	25.29	27-APR-15	33308	95762	MERCHANT		.2	2.699999997246	.399999999592	14.49999998521	2517	Standard	4	12	3	5	4	5	15	3	7	5
116-3427539-6329042	1083225080	998044701	B00RQLIUY4	05-MAY-15	06-MAY-15	12-MAY-15	05/05/2015	05/06/2015	4	3	19	05	N	Wireless	107	12.84	14-MAY-15	91745	08092	MERCHANT		.1	5.599999994288	.699999999286	7.599999992248	2425	Standard	5	8	4	5	3	7	10	6	7	5
102-1939895-7221836	218373277	275242641	B00QOE55II	07-AUG-15	21-AUG-15	27-AUG-15	08/07/2015	08/21/2015	6	6	34	08	N	Grocery	325	33.73	28-AUG-15	32095	10022	MERCHANT						851	Standard	15	16	4	5	1	20	21	6	7	3
108-3810537-4301023	7054606615	974275720	B007UIAHX0	05-NOV-15	05-NOV-15	10-NOV-15	11/05/2015	11/05/2015	5	5	45	11	N	Beauty	194	20.95	17-NOV-15	78704	34113	MERCHANT		.02204600118607	2.299999997654	1.99999999796	3.299999996634	1018	Standard	3	9	3	6	4	5	13	5	8	6
108-0245820-0143408	865923391	1998860591	B00KR8PI0W	28-DEC-15	28-DEC-15	04-JAN-16	12/28/2015	12/28/2015	2	2	53	12	N	Apparel	193	22	07-JAN-16	90638	34238	MERCHANT		.24999999979035	7.299999992554	.99999999898	8.99999999082	2154	Standard	5	9	5	6	4	7	11	7	8	6
109-2085726-4411459	33561017005	263350241	B004V7JFUY	07-DEC-15	07-DEC-15	14-DEC-15	12/07/2015	12/07/2015	2	2	50	12	N	Home	201	72.95	16-DEC-15	90023	73089	MERCHANT		1.1	6.99999999286	1.49999999847	10.899999988882	1163	Standard	5	8	5	5	3	7	10	7	7	3
103-8752592-1270662	18039561705	973177471	B00NT2BSFM	12-OCT-15	12-OCT-15	17-OCT-15	10/12/2015	10/12/2015	2	2	42	10	N	Lawn and Garden	86	89.99	21-OCT-15	28613	89134	MERCHANT		11.2	12.199999987556	6.699999993166	24.399999975112	1898	Standard	4	7	4	5	3	5	9	5	7	3
113-2025666-0721853	526343201	741459471	0060192216	07-JUN-15	09-JUN-15	16-JUN-15	06/07/2015	06/09/2015	3	1	24	06	Y	Books	14	5.08	29-JUN-15	46619	85298	MERCHANT		2.0500344818856	7.20078739423	1.49999999847	9.09842518757	1502	Standard	6	15	4	14	3	9	22	7	20	4
112-1866454-4571418	1946419921	505382060	B012C5D0UM	08-APR-16	11-APR-16	13-APR-16	04/08/2016	04/11/2016	2	6	15	04	N	Home	201	33.74	21-APR-16	11230	20772	MERCHANT		2.99999999748423	12.399999987352	4.599999995308	15.99999998368	196	Standard	3	9	1	5	3	5	13	2	7	5
116-8507225-4779463	9223372034608121431	1853295751	B00GW45YTA	15-DEC-15	17-DEC-15	22-DEC-15	12/15/2015	12/17/2015	5	3	51	12	N	Home	201	11.98	24-DEC-15	91331	11001	MERCHANT		.44	2	2	25	2466	Standard	5	8	3	5	3	7	10	5	7	5
111-5417256-2450605	347467021	50189777	B004Z273ZY	22-JUL-15	23-JUL-15	29-JUL-15	07/22/2015	07/23/2015	5	4	30	07	N	Home Improvement	60	13.75	05-AUG-15	37086	84601	MERCHANT		1	5.2	2.6	8.6	1395	Standard	5	12	4	7	4	7	15	6	9	6
116-0883826-4637844	12362243405	1362670801	B00EW0I8T4	22-DEC-15	22-DEC-15	26-DEC-15	12/22/2015	12/22/2015	3	3	52	12	N	Lawn and Garden	86	14.28	31-DEC-15	80031	81632	MERCHANT						87	Standard	3	8	3	6	4	4	10	4	8	6
110-0554834-4733808	412335971	573462626	B003GWIUY2	07-FEB-16	08-FEB-16	11-FEB-16	02/07/2016	02/08/2016	2	1	06	02	N	Beauty	194	52.94	17-FEB-16	76210	63020	MERCHANT		1.01244597565626	6.899999992962	3.199999996736	7.899999991942	502	Standard	3	8	2	5	2	4	11	3	8	3
111-8244991-1721866	228151190	406904866	B00X0Y47Z2	01-MAR-16	03-MAR-16	10-MAR-16	03/01/2016	03/03/2016	5	3	09	03	N	Toys	21	8.56	10-MAR-16	79102	94134	MERCHANT		.24999999979035	4.49999999541	3.49999999643	5.799999994084	1154	Standard	7	7	5	5	3	9	9	7	7	5
002-4117009-6262613	1137287161	114577680	B001N0LPH8	16-JAN-16	16-JAN-16	23-JAN-16	01/16/2016	01/16/2016	7	7	02	01	N	Health & Personal Care	121	41.41	27-JAN-16	07004	95945	MERCHANT		.65	4.599999995308	2.399999997552	4.699999995206	2440	Standard	4	8	4	4	1	7	12	7	7	3
112-1025999-7265000	22696311805	1755921181	B00KXO6K02	29-NOV-15	30-NOV-15	03-DEC-15	11/29/2015	11/30/2015	2	1	49	11	N	Automotive	263	31.97	10-DEC-15	61943	95901	MERCHANT						1775	Standard	3	9	2	6	3	4	12	3	9	4
106-8907920-5965857	9540848105	1688825041	B001R95274	21-FEB-16	22-FEB-16	24-FEB-16	02/21/2016	02/22/2016	2	1	08	02	N	Health & Personal Care	121	28.2	01-MAR-16	77380	78628	MERCHANT		1.04058187664	5.9842519624	2.0078740137	7.9921259761	141	Standard	2	7	1	4	2	3	10	2	7	3
104-6074810-7157051	14083183405	1181174191	B00SIOTKBA	07-SEP-15	08-SEP-15	14-SEP-15	09/07/2015	09/08/2015	3	2	37	09	N	Misc SDP	236	11.21	16-SEP-15	91746	98901	MERCHANT		.59999999949685	13.99999998572	3.299999996634	14.49999998521	882	Standard	6	8	4	5	3	8	10	6	7	3
107-3136181-8625848	1168380180	1756207010	B003OCQNQ6	16-NOV-15	17-NOV-15	19-NOV-15	11/16/2015	11/17/2015	3	2	47	11	N	Home	201	25.36	25-NOV-15	10952	20904	MERCHANT		3.15	9.6	3.9	10.5	209	Standard	3	8	2	5	3	3	10	2	7	3
105-2065924-7194622	900995710	234603431	B000EE8YPK	21-JUN-15	22-JUN-15	24-JUN-15	06/21/2015	06/22/2015	2	1	26	06	N	Musical Instruments	267	17.37	02-JUL-15	33309	96708	MERCHANT		.13227600700552	3.3858267682	.9448818888	6.2204724346	4769	Standard	2	8	1	6	2	3	11	2	9	3
110-7284962-4515443	1741221271	21527511705	B00S5PCSGG	31-JAN-16	01-FEB-16	08-FEB-16	01/31/2016	02/01/2016	2	1	05	02	N	Watches	241	115	09-FEB-16	07080	92562	MERCHANT			4.92125	.59055	7.874	2389	Standard	5	6	4	4	2	8	9	7	7	3
112-2561982-7251427	258879707	17009609605	0743200322	25-DEC-15	27-DEC-15	05-JAN-16	12/25/2015	12/27/2015	1	6	52	12	Y	Books	14	4	19-JAN-16	46545	72150	MERCHANT		.6	5.399999994492	.799999999184	8.299999991534	613	Standard	7	18	5	16	5	11	25	9	21	7
105-3611387-9777027	79632251	1360698791	B002YMPWU0	13-JUN-15	15-JUN-15	20-JUN-15	06/13/2015	06/15/2015	2	7	25	06	N	Apparel	193	19.72	26-JUN-15	11230	20008	MERCHANT		.02204600118607	6.599999993268	.299999999694	7.399999992452	201	Standard	4	9	2	4	3	7	14	4	7	5
102-2375854-3830666	17853939405	39732937305	B00YBVYVEA	05-FEB-16	06-FEB-16	08-FEB-16	02/05/2016	02/06/2016	7	6	05	02	N	Wireless	107	9.82	19-FEB-16	91746	73439	MERCHANT						1219	Standard	1	10	1	6	2	3	14	2	10	4
113-7020574-1112200	11755510505	35617596105	B01AB5R5Q0	04-APR-16	04-APR-16	07-APR-16	04/04/2016	04/04/2016	2	2	14	04	N	Apparel	193	192.71	11-APR-16	92801	98406	MERCHANT		1.29999999890983	11.199999988576	1.49999999847	17.199999982456	957	Expedited	3	6	3	4	1	3	8	3	5	1
108-1449314-8465859	683294220	17741696205	B00YY9MQX2	21-JUL-15	22-JUL-15	28-JUL-15	07/21/2015	07/22/2015	4	3	30	07	N	Apparel	193	17.13	04-AUG-15	30144	53705	MERCHANT		.19999999983228	7.7	3	9.3	678	Standard	5	12	4	5	3	7	15	6	7	3
114-7781102-3741045	482467601	7096572505	B002RXCPAQ	03-JUN-15	03-JUN-15	05-JUN-15	06/03/2015	06/03/2015	4	4	23	06	N	Beauty	194	5.62	12-JUN-15	92673	83703	MERCHANT		.1	2.49999999745	2.399999997552	3.699999996226	709	Standard	2	7	2	5	3	2	10	2	7	5
105-0775084-1349808	1967026441	22617682405	B007Y6KMWE	27-DEC-15	28-DEC-15	04-JAN-16	12/27/2015	12/28/2015	2	1	53	12	N	Sports	200	97.34	06-JAN-16	97103	44026	MERCHANT						2111	Standard	5	8	4	5	2	8	11	7	8	3
103-1586825-5407428	1627571530	25484542205	B003D6FFXK	24-JAN-16	24-JAN-16	27-JAN-16	01/24/2016	01/24/2016	1	1	03	01	N	Sports	200	39.99	01-FEB-16	75238	92018	MERCHANT		4.76193625219886	16.6141732114	5.7086614115	18.503936989	1195	Standard	2	5	2	4	2	3	8	3	7	3
107-4807444-6581806	16833722005	53774128	B004UB79GI	09-SEP-15	11-SEP-15	16-SEP-15	09/09/2015	09/11/2015	6	4	37	09	N	Biss	328	19.45	22-SEP-15	11370	86305	MERCHANT		.4999999995807	3.49999999643	2.49999999745	4.099999995818	2154	Standard	5	10	3	5	2	7	14	5	7	3
106-1897626-7267416	77949811	667421186	B010OOPT7K	30-NOV-15	06-DEC-15	11-DEC-15	11/30/2015	12/06/2015	1	2	49	12	N	Sports	200	37.49	09-DEC-15	21226	82601	MERCHANT		.4999999995807	8.799999991024	2.99999999694	8.899999990922	1567	Standard	9	8	4	5	3	11	10	5	7	3
116-9001900-6525065	17859169905	1919793951	B003L5HS74	14-JUL-15	15-JUL-15	16-JUL-15	07/14/2015	07/15/2015	4	3	29	07	N	Automotive	263	394.52	23-JUL-15	91761	92596	MERCHANT		34.1	33.299999966034	6.49999999337	37.299999961954	40	Standard	2	7	1	5	3	2	9	1	7	5
105-3131967-4761860	338245431	657649150	B003U2KPAK	18-JUN-15	18-JUN-15	20-JUN-15	06/18/2015	06/18/2015	5	5	25	06	N	Toys	21	9.98	13-JUL-15	12871	92011	MERCHANT		2.59999999781966	5.699999994186	2.599999997348	7.99999999184	2444	Standard	1	19	1	16	4	2	26	2	21	6
104-7266853-4459458	310305716	872877121	B004IEBRSI	29-AUG-15	29-AUG-15	17-SEP-15	08/29/2015	08/29/2015	7	7	35	08	Y	Video DVD	74	19.17	22-SEP-15	33928	06111	MERCHANT		.44	5.4330708606	1.2598425184	6.8503936938	1173	Standard	13	17	13	14	2	19	25	19	21	4
102-4550099-5621853	161560956	1582853151	B0184S997O	08-FEB-16	09-FEB-16	15-FEB-16	02/08/2016	02/09/2016	3	2	06	02	N	Automotive	263	189.9	18-FEB-16	91748	17857	MERCHANT			12	12	25	2287	Standard	5	8	4	6	3	7	10	6	8	3
113-9863460-8996215	66276801	430353776	B015JTATH0	26-NOV-15	26-NOV-15	30-NOV-15	11/26/2015	11/26/2015	5	5	48	11	N	Apparel	193	21.49	09-DEC-15	28405	40059	MERCHANT		.40625				515	Standard	2	9	2	6	4	4	13	4	9	6
109-7956848-5265854	734465206	58533039	B004S8N1OM	04-APR-16	06-APR-16	08-APR-16	04/04/2016	04/06/2016	4	2	14	04	N	Beauty	194	7.49	13-APR-16	64137	60426	MERCHANT		.35	.799999999184	.599999999388	2.799999997144	407	Standard	4	7	2	5	3	4	9	2	7	3
115-2551163-5495460	25331340705	16541173405	B016H0EUM0	22-FEB-16	23-FEB-16	26-FEB-16	02/22/2016	02/23/2016	3	2	08	02	N	Jewelry	197	24.74	02-MAR-16	95630	92101	MERCHANT		.09999999991614	1.99999999796	.49999999949	3.599999996328	467	Standard	4	7	3	5	3	4	9	3	7	3
107-7297230-5469035	1998875931	902855096	B0002LDLDK	14-NOV-15	16-NOV-15	19-NOV-15	11/14/2015	11/16/2015	2	7	47	11	N	Beauty	194	135.9	24-NOV-15	92079	74403	MERCHANT		.1	.799999999184	.399999999592	2.199999997756	1259	Standard	3	6	1	4	1	5	10	3	7	3
106-2265510-8165842	1268645700	461087997	B00I0R3DTA	20-APR-16	21-APR-16	25-APR-16	04/20/2016	04/21/2016	5	4	16	04	N	Wireless	107	10.98	29-APR-16	91731	99141	MERCHANT						1013	Standard	2	7	2	5	3	4	9	4	7	5
116-0348075-1843430	9803116705	1585523531	B00PCPGEV2	29-JUL-15	29-JUL-15	01-AUG-15	07/29/2015	07/29/2015	4	4	31	07	N	Wireless	107	27.64	07-AUG-15	90013	21014	MERCHANT		.4	4.299999995614	.99999999898	7.49999999235	2329	Standard	2	7	2	5	3	3	10	3	7	5
105-3852765-6983454	14838145705	933532620	B00BGPEZ68	08-SEP-15	11-SEP-15	16-SEP-15	09/08/2015	09/11/2015	6	3	37	09	N	Health & Personal Care	121	19.6	21-SEP-15	19711	84721	MERCHANT		1.55	3.199999996736	3.199999996736	7.099999992758	2005	Standard	6	9	3	5	3	8	13	5	7	5
109-9408722-8448207	14200233415	21225146815	B00U1R1GYQ	10-JUN-15	15-JUN-15	17-JUN-15	06/10/2015	06/15/2015	2	4	25	06	N	Apparel	193	54.93	19-JUN-15	94601	11413	MERCHANT		.35	6.4	3.1	8.3	2570	Standard	5	7	2	5	3	7	10	2	7	5
002-8652561-7771453	20209017005	903340960	B0164RKELW	13-MAR-16	15-MAR-16	18-MAR-16	03/13/2016	03/15/2016	3	1	11	03	N	Beauty	194	60.04	23-MAR-16	19154	29401	MERCHANT						576	Standard	4	7	2	4	2	5	10	3	7	3
106-8004348-7683456	1103437556	9418546205	1936488531	03-JUL-15	03-JUL-15	08-JUL-15	07/03/2015	07/03/2015	6	6	27	07	Y	Books	14	16.98	27-JUL-15	95822	33760	MERCHANT		1.28	6.099999993778	1.199999998776	9.099999990718	2341	Standard	3	18	3	15	2	5	25	5	20	4
105-0072863-9694633	759821516	788457201	B001BS1U8Q	14-JAN-16	15-JAN-16	19-JAN-16	01/14/2016	01/15/2016	6	5	02	01	N	Toys	21	9.29	25-JAN-16	37121	98004	MERCHANT		.35	4.724409444	1.4173228332	4.8031496014	1981	Standard	3	7	2	6	4	5	11	4	10	6
111-5181226-9673036	17853939405	837092821	B01ALFXKXW	11-APR-16	13-APR-16	15-APR-16	04/11/2016	04/13/2016	4	2	15	04	N	Wireless	107	8.82	22-APR-16	91746	46342	MERCHANT						1748	Standard	4	9	2	7	4	4	12	2	9	6
110-5376282-9003447	795438400	21094523915	1435101944	27-JUL-15	29-JUL-15	04-AUG-15	07/27/2015	07/29/2015	4	2	31	07	Y	Books	14	4.94	18-AUG-15	98001	32622	MERCHANT		1.5	6.199999993676	.899999999082	9.299999990514	2434	Standard	6	17	4	15	4	8	22	6	20	6
102-0886511-9601836	375525311	1778289900	0787988316	03-AUG-15	03-AUG-15	11-AUG-15	08/03/2015	08/03/2015	2	2	32	08	Y	Books	14	10.48	25-AUG-15	55346	92630	MERCHANT		2.2	7.99999999184	1.99999999796	9.199999990616	1502	Standard	6	18	6	15	4	8	23	8	20	6
106-0672419-3702618	1639156940	123111990	0757305601	29-OCT-15	31-OCT-15	10-NOV-15	10/29/2015	10/31/2015	7	5	44	10	Y	Books	14	4.57	24-NOV-15	43635	27701	MERCHANT		.85	5.99999999388	.799999999184	8.899999990922	465	Standard	8	19	7	16	2	12	26	11	21	4
002-1017881-4224229	6989255705	374188791	B00942FGHM	19-APR-15	20-APR-15	24-APR-15	04/19/2015	04/20/2015	2	1	17	04	N	Home	201	29.99	30-APR-15	10001	91910	MERCHANT						2426	Standard	4	9	3	4	4	5	12	4	7	5
107-1441763-3737045	240200950	1944340120	B003KWZ8VG	14-FEB-16	15-FEB-16	19-FEB-16	02/14/2016	02/15/2016	2	1	07	02	N	Beauty	194	40.95	08-MAR-16	11232	60202	MERCHANT		.4	1.599999998368	1.49999999847	5.399999994492	716	Standard	4	16	3	14	4	5	23	4	20	6
